"hospital_name","district","nearest_nh","distance_meters"
"Bharat Hospital and Maternity Centre","Karauli","Lalsot Dholpur road","26.89"
"Dr C K Sharma","Karauli","Lalsot Dholpur road","52.00"
"Dr. Mahendra Meena","Karauli","Lalsot Dholpur road","88.83"
"Dr. Ramkesh Meena","Karauli","Lalsot Dholpur road","19.58"
"Essar Multispeciality Hospital","Karauli","Lalsot Dholpur road","28.03"
"General Hospital Karauli","Karauli","Lalsot Dholpur road","344.32"
"Government Hospital, Maholi","Karauli","Lalsot Dholpur road","4402.02"
"Mother & Child Health Centre, Karauli","Karauli","Lalsot Dholpur road","4675.21"
"Shankar Piles Clinic and Narayani Ayurveda","Kishangarh","Jaipur Ajmer Road","931.87"
"Acharya Children Hospital","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","1398.26"
"Advika Eye Clinic","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","405.91"
"Agrawal Neuro Psychiatry Centre","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","1340.32"
"Akansha Orthopaedic Center","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","106.05"
"Alok Homeopathy Clinic","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","193.24"
"Alok Hospital","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","144.23"
"Anandam Ent Hospital","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","178.30"
"Anurag Hospital","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","824.52"
"Anurag Hospital and Research Centre","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","1524.84"
"Arav Mathor and Child Health Care","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","1494.21"
"Arihant Hospital","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","45.66"
"Arihant Orthopaedic Hospital","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","23.79"
"Arogya Child Care","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","1622.50"
"Arshad Clinic","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","1312.77"
"Ashish Clinic","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","1842.64"
"Asthama Care Centre","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","102.80"
"Ayaansh Clinic","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","1760.12"
"Balaji Hospital","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","1961.16"
"Bharadwaj Urology Clinic","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","1917.12"
"Bharat Chikitsa Seva Sadan","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","70.45"
"Birla Eye and Child Hospital","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","2347.85"
"Chandni Hospital","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","1539.23"
"Cutis Skin Clinic","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","170.13"
"D D Netra Sansthan","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","620.68"
"D.D. Eye Institute and Lasik Laser Vision","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","1660.30"
"Deep Clinic","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","821.59"
"Dental Hospital","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","3476.48"
"Dr Sudhir Gupta Eye Hospital","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","653.77"
"Dr Vaya Nursing Home","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","2345.32"
"Dr. . Nitin Datta Clinic","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","804.39"
"Dr. A. P. Singh","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","601.38"
"Dr. AR Pathan Clinic","Kota","Pindwara, Udaipur, Mangarwar, Chittaurgarh, Kota, BaranGanj","45.44"
"Dr. Bharat Bhushan","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","3021.39"
"Dr. D. K. Sharma","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","2341.65"
"Dr. Dilip Maheshwari Clinic","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","3120.46"
"Dr. Dipti Sharma","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","390.62"
"Dr. J L Jethwani","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","147.50"
"Dr. J.L. Jethwani Clinic","Kota","Hisar, Fatehpur, Jaipur, Tonk, Kota, Aklera, Rajgarh, (NH3)","994.15"
